image_name,target,pred,fold
ISIC_2637011,0,0.06727922,0
ISIC_0076262,0,0.02887407,0
ISIC_0074268,0,0.02231156,0
ISIC_0015719,0,0.016000045,0
ISIC_0082543,0,0.02047821,0
ISIC_0075663,0,0.028177768,0
ISIC_0068279,0,0.057609614,0
ISIC_0089401,0,0.013199828,0
ISIC_0076742,0,0.029313527,0
ISIC_0075914,0,0.029889511,0
ISIC_0091559,0,0.02220523,0
ISIC_0083035,0,0.02830813,0
ISIC_0078703,0,0.02740963,0
ISIC_0096328,0,0.049557928,0
ISIC_0085172,0,0.026672428,0
ISIC_0092726,0,0.030972762,0
ISIC_0097499,0,0.021468915,0
ISIC_0089738,0,0.06515347,0
ISIC_0147869,0,0.018023295,0
ISIC_0150975,0,0.053951774,0
ISIC_0092870,0,0.20969857,0
ISIC_0148677,0,0.012341156,0
ISIC_0158127,0,0.011006147,0
ISIC_0094775,0,0.018448047,0
ISIC_0149568,1,0.056108918,0
ISIC_0160270,0,0.030235427,0
ISIC_0097997,0,0.040808804,0
ISIC_0153549,0,0.04674497,0
ISIC_0163812,0,0.084229164,0
ISIC_0103298,0,0.017134568,0
ISIC_0154870,0,0.017427908,0
ISIC_0165945,0,0.075051524,0
ISIC_0109869,0,0.033772584,0
ISIC_0156772,0,0.038572773,0
ISIC_0185547,0,0.023624366,0
ISIC_0151200,0,0.041779723,0
ISIC_0164603,0,0.14118882,0
ISIC_0186437,0,0.01784166,0
ISIC_0154338,0,0.05434977,0
ISIC_0170696,0,0.04440178,0
ISIC_0186501,0,0.044340592,0
ISIC_0155012,0,0.044788927,0
ISIC_0179056,0,0.11607671,0
ISIC_0188955,0,0.04047819,0
ISIC_0159782,0,0.04575567,0
ISIC_0179104,0,0.019504024,0
ISIC_0189336,0,0.014152485,0
ISIC_0159996,0,0.14773597,0
ISIC_0184482,0,0.09414024,0
ISIC_0192701,0,0.030623913,0
ISIC_0164809,0,0.14556772,0
ISIC_0187428,0,0.049102403,0
ISIC_0193785,0,0.023050128,0
ISIC_0166202,0,0.065235816,0
ISIC_0189333,0,0.11089895,0
ISIC_0199261,0,0.039154943,0
ISIC_0170583,0,0.029745849,0
ISIC_0194550,0,0.060638543,0
ISIC_0199455,0,0.03128842,0
ISIC_0170636,0,0.033942483,0
ISIC_0196694,0,0.037890073,0
ISIC_0203016,0,0.034369126,0
ISIC_0174405,0,0.12871431,0
ISIC_0200999,0,0.19551921,0
ISIC_0204580,0,0.05624572,0
ISIC_0187498,0,0.05831238,0
ISIC_0202259,0,0.01612658,0
ISIC_0206079,0,0.06908244,0
ISIC_0196399,0,0.18442221,0
ISIC_0202576,0,0.020386295,0
ISIC_0213974,0,0.01855999,0
ISIC_0202023,0,0.066079766,0
ISIC_0204275,0,0.024789631,0
ISIC_0215054,0,0.032870006,0
ISIC_0204994,0,0.19880886,0
ISIC_0205127,0,0.040352006,0
ISIC_0215112,0,0.027147705,0
ISIC_0214186,0,0.016490512,0
ISIC_0215966,0,0.04796263,0
ISIC_0216690,0,0.05416663,0
ISIC_0219450,0,0.14440547,0
ISIC_0220649,0,0.03250228,0
ISIC_0217267,0,0.032585684,0
ISIC_0224300,0,0.06972309,0
ISIC_0225245,0,0.030539174,0
ISIC_0218575,0,0.021799823,0
ISIC_0228497,0,0.021090154,0
ISIC_0229459,0,0.030065352,0
ISIC_0219948,0,0.03087132,0
ISIC_0229265,0,0.03621049,0
ISIC_0229832,0,0.031319406,0
ISIC_0222150,0,0.057414446,0
ISIC_0229871,0,0.046075538,0
ISIC_0232963,0,0.023778407,0
ISIC_0224919,0,0.053124662,0
ISIC_0232785,0,0.07331433,0
ISIC_0233487,0,0.06637683,0
ISIC_0231167,0,0.018416248,0
ISIC_0236531,0,0.038255975,0
ISIC_0234146,0,0.041871455,0
ISIC_0232101,1,0.11928311,0
ISIC_0238711,0,0.034586005,0
ISIC_0236261,0,0.1063754,0
ISIC_0234248,0,0.03140709,0
ISIC_0238824,0,0.03850423,0
ISIC_0237721,0,0.06516837,0
ISIC_0239843,0,0.15911932,0
ISIC_0238940,0,0.024903877,0
