image_name,target,pred,fold
ISIC_2637011,0,0.026489241,0
ISIC_0076262,0,0.02254656,0
ISIC_0074268,0,0.017511679,0
ISIC_0015719,0,0.023772754,0
ISIC_0082543,0,0.023213454,0
ISIC_0075663,0,0.029827602,0
ISIC_0068279,0,0.030826783,0
ISIC_0089401,0,0.017671332,0
ISIC_0076742,0,0.031826314,0
ISIC_0075914,0,0.023224952,0
ISIC_0091559,0,0.024108551,0
ISIC_0083035,0,0.022064006,0
ISIC_0078703,0,0.019915126,0
ISIC_0096328,0,0.017923428,0
ISIC_0085172,0,0.01830615,0
ISIC_0092726,0,0.015509162,0
ISIC_0097499,0,0.019837277,0
ISIC_0089738,0,0.10277459,0
ISIC_0147869,0,0.016860941,0
ISIC_0150975,0,0.30939215,0
ISIC_0092870,0,0.10515239,0
ISIC_0148677,0,0.022114208,0
ISIC_0158127,0,0.020482069,0
ISIC_0094775,0,0.02469903,0
ISIC_0149568,1,0.06053599,0
ISIC_0160270,0,0.019501956,0
ISIC_0097997,0,0.03727888,0
ISIC_0153549,0,0.03863341,0
ISIC_0163812,0,0.05200933,0
ISIC_0103298,0,0.019522952,0
ISIC_0154870,0,0.019910578,0
ISIC_0165945,0,0.032743838,0
ISIC_0109869,0,0.019061735,0
ISIC_0156772,0,0.07234521,0
ISIC_0185547,0,0.01725996,0
ISIC_0151200,0,0.09491069,0
ISIC_0164603,0,0.06542477,0
ISIC_0186437,0,0.021092255,0
ISIC_0154338,0,0.044235636,0
ISIC_0170696,0,0.024749028,0
ISIC_0186501,0,0.04349089,0
ISIC_0155012,0,0.031376854,0
ISIC_0179056,0,0.04268059,0
ISIC_0188955,0,0.05344279,0
ISIC_0159782,0,0.026841706,0
ISIC_0179104,0,0.02956255,0
ISIC_0189336,0,0.022370977,0
ISIC_0159996,0,0.25266615,0
ISIC_0184482,0,0.013177851,0
ISIC_0192701,0,0.021656578,0
ISIC_0164809,0,0.08159795,0
ISIC_0187428,0,0.051156316,0
ISIC_0193785,0,0.019384976,0
ISIC_0166202,0,0.15246028,0
ISIC_0189333,0,0.17044558,0
ISIC_0199261,0,0.015547657,0
ISIC_0170583,0,0.044395987,0
ISIC_0194550,0,0.014856554,0
ISIC_0199455,0,0.03105671,0
ISIC_0170636,0,0.034680493,0
ISIC_0196694,0,0.061101556,0
ISIC_0203016,0,0.032572743,0
ISIC_0174405,0,0.0427195,0
ISIC_0200999,0,0.04518508,0
ISIC_0204580,0,0.049365066,0
ISIC_0187498,0,0.04322428,0
ISIC_0202259,0,0.019768663,0
ISIC_0206079,0,0.024874888,0
ISIC_0196399,0,0.057637967,0
ISIC_0202576,0,0.021804176,0
ISIC_0213974,0,0.018128367,0
ISIC_0202023,0,0.02058554,0
ISIC_0204275,0,0.017659158,0
ISIC_0215054,0,0.081155054,0
ISIC_0204994,0,0.7905783,0
ISIC_0205127,0,0.043411147,0
ISIC_0215112,0,0.025404839,0
ISIC_0214186,0,0.025296861,0
ISIC_0215966,0,0.06334347,0
ISIC_0216690,0,0.014273342,0
ISIC_0219450,0,0.06626491,0
ISIC_0220649,0,0.2754636,0
ISIC_0217267,0,0.019043565,0
ISIC_0224300,0,0.12818474,0
ISIC_0225245,0,0.022476144,0
ISIC_0218575,0,0.019305987,0
ISIC_0228497,0,0.020760633,0
ISIC_0229459,0,0.028247602,0
ISIC_0219948,0,0.018050231,0
ISIC_0229265,0,0.04402673,0
ISIC_0229832,0,0.039039835,0
ISIC_0222150,0,0.037801106,0
ISIC_0229871,0,0.03157793,0
ISIC_0232963,0,0.02536367,0
ISIC_0224919,0,0.02564875,0
ISIC_0232785,0,0.027711056,0
ISIC_0233487,0,0.03658645,0
ISIC_0231167,0,0.018384038,0
ISIC_0236531,0,0.06490349,0
ISIC_0234146,0,0.028333867,0
ISIC_0232101,1,0.15454358,0
ISIC_0238711,0,0.018713158,0
ISIC_0236261,0,0.04525141,0
ISIC_0234248,0,0.039040446,0
ISIC_0238824,0,0.07621032,0
ISIC_0237721,0,0.026310975,0
ISIC_0239843,0,0.23949128,0
ISIC_0238940,0,0.023715539,0
ISIC_0238871,0,0.018483264,0
ISIC_0242433,0,0.10602637,0
ISIC_0243683,0,0.07123608,0
ISIC_0239597,0,0.03552078,0
ISIC_0243849,0,0.048141535,0
ISIC_0250842,0,0.02368736,0
ISIC_0248321,0,0.037573326,0
ISIC_0248114,0,0.6419739,0
ISIC_0251149,0,0.07654169,0
ISIC_0248628,0,0.019403912,0
ISIC_0248521,0,0.0331013,0
ISIC_0252448,0,0.06255433,0
ISIC_0248936,0,0.027314452,0
ISIC_0253367,0,0.02371701,0
ISIC_0253516,0,0.023487277,0
ISIC_0250064,0,0.060416237,0
ISIC_0254517,0,0.0381617,0
ISIC_0256926,0,0.029027676,0
ISIC_0252649,0,0.08960105,0
ISIC_0258806,0,0.025393402,0
ISIC_0262276,0,0.30122608,0
ISIC_0254698,0,0.038255602,0
ISIC_0294170,0,0.06785646,0
ISIC_0271408,0,0.035703536,0
ISIC_0255914,0,0.05459155,0
ISIC_0298274,0,0.11508975,0
ISIC_0273664,0,0.030026734,0
ISIC_0258061,0,0.059010807,0
ISIC_0299504,0,0.038219903,0
ISIC_0278346,0,0.027756281,0
ISIC_0258821,0,0.016332515,0
ISIC_0301191,0,0.017240115,0
ISIC_0279526,0,0.14488934,0
ISIC_0262401,0,0.027277796,0
ISIC_0302804,0,0.031036342,0
ISIC_0286360,1,0.08060446,0
ISIC_0267054,0,0.055272367,0
ISIC_0305679,0,0.020038063,0
ISIC_0290881,0,0.038294066,0
ISIC_0268187,0,0.02258869,0
ISIC_0307377,0,0.051547494,0
ISIC_0293607,0,0.042151257,0
ISIC_0268633,0,0.031773385,0
ISIC_0315525,0,0.02119771,0
ISIC_0294733,0,0.019743785,0
ISIC_0270289,0,0.01970385,0
ISIC_0316826,0,0.17350541,0
ISIC_0294910,0,0.018458653,0
ISIC_0275984,0,0.19353294,0
ISIC_0322340,0,0.11136608,0
ISIC_0297186,0,0.023376055,0
ISIC_0278126,0,0.015873296,0
ISIC_0322967,0,0.031768426,0
ISIC_0300915,0,0.016232908,0
ISIC_0278130,0,0.017438952,0
ISIC_0325416,0,0.13450952,0
ISIC_0301931,0,0.2730736,0
ISIC_0280208,0,0.029879237,0
ISIC_0326523,0,0.097714566,0
ISIC_0308722,0,0.1162617,0
ISIC_0281291,0,0.028898932,0
ISIC_0334227,0,0.013423183,0
ISIC_0317589,0,0.19351716,0
ISIC_0281658,0,0.09136837,0
ISIC_0335396,0,0.016328948,0
ISIC_0334024,0,0.06470587,0
ISIC_0284422,0,0.0479965,0
ISIC_0337631,1,0.29573393,0
ISIC_0339930,0,0.014054054,0
ISIC_0286750,0,0.017563673,0
ISIC_0338377,0,0.021753011,0
ISIC_0341663,0,0.044558484,0
ISIC_0295178,0,0.12143613,0
ISIC_0338712,0,0.04504556,0
ISIC_0342557,0,0.036295317,0
ISIC_0304703,0,0.021059858,0
ISIC_0354589,0,0.019462908,0
ISIC_0342587,0,0.029718973,0
ISIC_0308133,0,0.118446164,0
ISIC_0357043,0,0.10090875,0
ISIC_0344052,0,0.04545659,0
ISIC_0311112,0,0.029912965,0
ISIC_0358071,0,0.03833683,0
ISIC_0347824,0,0.5249436,0
ISIC_0311369,0,0.015803419,0
ISIC_0364478,0,0.06974184,0
ISIC_0349484,0,0.027973868,0
ISIC_0313422,0,0.018541472,0
ISIC_0379979,0,0.020354085,0
ISIC_0349996,0,0.023267835,0
ISIC_0313507,0,0.017532956,0
ISIC_0380954,0,0.01605311,0
ISIC_0350472,0,0.014158389,0
ISIC_0322004,0,0.019779872,0
ISIC_0395456,0,0.07983973,0
ISIC_0357231,0,0.023762627,0
ISIC_0324600,0,0.0623619,0
ISIC_0412659,0,0.021226121,0
ISIC_0359307,0,0.21971244,0
ISIC_0325664,0,0.116384126,0
ISIC_0422061,0,0.016009679,0
ISIC_0367913,0,0.035626147,0
ISIC_0332865,0,0.021353891,0
ISIC_0423312,0,0.02255901,0
ISIC_0375073,0,0.031445965,0
ISIC_0339773,0,0.030538458,0
ISIC_0427209,0,0.040987425,0
ISIC_0377420,0,0.026150037,0
ISIC_0355920,0,0.023275645,0
ISIC_0430356,0,0.03785425,0
ISIC_0384214,0,0.07538713,0
