image_name,target,pred,fold
ISIC_2637011,0,0.049360167,0
ISIC_0076262,0,0.06261306,0
ISIC_0074268,0,0.028250488,0
ISIC_0015719,0,0.018702578,0
ISIC_0082543,0,0.026329093,0
ISIC_0075663,0,0.010371257,0
ISIC_0068279,0,0.03046084,0
ISIC_0089401,0,0.02367586,0
ISIC_0076742,0,0.043171868,0
ISIC_0075914,0,0.02605604,0
ISIC_0091559,0,0.031684373,0
ISIC_0083035,0,0.02384851,0
ISIC_0078703,0,0.04277466,0
ISIC_0096328,0,0.03031842,0
ISIC_0085172,0,0.021994462,0
ISIC_0092726,0,0.055340946,0
ISIC_0097499,0,0.022028249,0
ISIC_0089738,0,0.048172366,0
ISIC_0147869,0,0.01738869,0
ISIC_0150975,0,0.06379986,0
ISIC_0092870,0,0.20983797,0
ISIC_0148677,0,0.02041519,0
ISIC_0158127,0,0.025206478,0
ISIC_0094775,0,0.028463375,0
ISIC_0149568,1,0.026424559,0
ISIC_0160270,0,0.02587676,0
ISIC_0097997,0,0.03065929,0
ISIC_0153549,0,0.020787043,0
ISIC_0163812,0,0.123310775,0
ISIC_0103298,0,0.025439931,0
ISIC_0154870,0,0.01920434,0
ISIC_0165945,0,0.025666494,0
ISIC_0109869,0,0.028407127,0
ISIC_0156772,0,0.04618847,0
ISIC_0185547,0,0.022656532,0
ISIC_0151200,0,0.05462471,0
ISIC_0164603,0,0.04604491,0
ISIC_0186437,0,0.023614205,0
ISIC_0154338,0,0.027141,0
ISIC_0170696,0,0.102112204,0
ISIC_0186501,0,0.02157843,0
ISIC_0155012,0,0.037320685,0
ISIC_0179056,0,0.0873895,0
ISIC_0188955,0,0.03438826,0
ISIC_0159782,0,0.037132796,0
ISIC_0179104,0,0.03910243,0
ISIC_0189336,0,0.023369284,0
ISIC_0159996,0,0.11312466,0
ISIC_0184482,0,0.0338594,0
ISIC_0192701,0,0.025346642,0
ISIC_0164809,0,0.115760215,0
ISIC_0187428,0,0.08156972,0
ISIC_0193785,0,0.03189198,0
ISIC_0166202,0,0.072181396,0
ISIC_0189333,0,0.061527193,0
ISIC_0199261,0,0.0183475,0
ISIC_0170583,0,0.04576608,0
ISIC_0194550,0,0.0464161,0
ISIC_0199455,0,0.033474926,0
ISIC_0170636,0,0.031112162,0
ISIC_0196694,0,0.034728024,0
ISIC_0203016,0,0.029855587,0
ISIC_0174405,0,0.15988858,0
ISIC_0200999,0,0.062698394,0
ISIC_0204580,0,0.055938657,0
ISIC_0187498,0,0.029484214,0
ISIC_0202259,0,0.030594327,0
ISIC_0206079,0,0.015752263,0
ISIC_0196399,0,0.26732385,0
ISIC_0202576,0,0.020154865,0
ISIC_0213974,0,0.022882681,0
ISIC_0202023,0,0.023374481,0
ISIC_0204275,0,0.02431154,0
ISIC_0215054,0,0.24008511,0
ISIC_0204994,0,0.46470496,0
ISIC_0205127,0,0.028643621,0
ISIC_0215112,0,0.034364447,0
ISIC_0214186,0,0.023019427,0
ISIC_0215966,0,0.11578596,0
ISIC_0216690,0,0.018661998,0
ISIC_0219450,0,0.079614095,0
ISIC_0220649,0,0.07306108,0
ISIC_0217267,0,0.02302331,0
ISIC_0224300,0,0.2211306,0
ISIC_0225245,0,0.053897716,0
ISIC_0218575,0,0.024568273,0
ISIC_0228497,0,0.027236521,0
ISIC_0229459,0,0.05802608,0
ISIC_0219948,0,0.0111414995,0
ISIC_0229265,0,0.038649175,0
ISIC_0229832,0,0.06345718,0
ISIC_0222150,0,0.028813982,0
ISIC_0229871,0,0.028101332,0
ISIC_0232963,0,0.016508518,0
ISIC_0224919,0,0.0362453,0
ISIC_0232785,0,0.04321407,0
ISIC_0233487,0,0.020178711,0
ISIC_0231167,0,0.016056344,0
ISIC_0236531,0,0.10497156,0
ISIC_0234146,0,0.031581733,0
ISIC_0232101,1,0.21886481,0
ISIC_0238711,0,0.030995192,0
ISIC_0236261,0,0.02833742,0
ISIC_0234248,0,0.027560031,0
ISIC_0238824,0,0.048669234,0
ISIC_0237721,0,0.075754955,0
ISIC_0239843,0,0.084511414,0
ISIC_0238940,0,0.024234958,0
ISIC_0238871,0,0.019707281,0
ISIC_0242433,0,0.021851428,0
ISIC_0243683,0,0.13727404,0
ISIC_0239597,0,0.09697605,0
ISIC_0243849,0,0.023125656,0
ISIC_0250842,0,0.016980834,0
ISIC_0248321,0,0.061868045,0
ISIC_0248114,0,0.66802967,0
ISIC_0251149,0,0.030924745,0
